optimization_pass,opt_mode,circuit_type,num_qubits,topology,status,error
qlego-tket_CliffordSimpPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_PeepholeOptimize2QPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_KAKDecompositionPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveRedundanciesPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemovePhaseOpsPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_DelayMeasuresPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SimplifyMeasuresPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveDiscardedPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SynthesiseTketPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_QuickPartitionerPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectZPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectPhasedPaulisPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropNegligibleOperationsPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropEmptyMomentsPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DeferMeasurementsPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignLeftPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignRightPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_StratifiedCircuitPass,Standalone,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
Baseline (No Optimization),Baseline,Grover Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_PresetOptimizationPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGatesPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeCancellationPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutationAnalysisPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeOptimizationPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordsPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordTPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectCliffordsPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Collect2qBlocksPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveFinalResetPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashTK1Pass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashRzPhasedXPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_FullPeepholeOptimizePass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_CliffordSimpPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_PeepholeOptimize2QPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_KAKDecompositionPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveRedundanciesPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemovePhaseOpsPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_DelayMeasuresPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SimplifyMeasuresPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveDiscardedPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SynthesiseTketPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_QuickPartitionerPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectZPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectPhasedPaulisPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropNegligibleOperationsPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropEmptyMomentsPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DeferMeasurementsPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignLeftPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignRightPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_StratifiedCircuitPass,Standalone,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
Baseline (No Optimization),Baseline,QFT Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_PresetOptimizationPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGatesPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeCancellationPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutationAnalysisPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeOptimizationPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordsPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordTPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectCliffordsPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Collect2qBlocksPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveFinalResetPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashTK1Pass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashRzPhasedXPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_FullPeepholeOptimizePass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_CliffordSimpPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_PeepholeOptimize2QPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_KAKDecompositionPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveRedundanciesPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemovePhaseOpsPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_DelayMeasuresPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SimplifyMeasuresPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveDiscardedPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SynthesiseTketPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_QuickPartitionerPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectZPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectPhasedPaulisPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropNegligibleOperationsPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropEmptyMomentsPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DeferMeasurementsPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignLeftPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignRightPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_StratifiedCircuitPass,Standalone,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
Baseline (No Optimization),Baseline,Amplitude Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_PresetOptimizationPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGatesPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeCancellationPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutationAnalysisPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeOptimizationPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordsPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordTPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectCliffordsPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Collect2qBlocksPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveFinalResetPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashTK1Pass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashRzPhasedXPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_FullPeepholeOptimizePass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_CliffordSimpPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_PeepholeOptimize2QPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_KAKDecompositionPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveRedundanciesPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemovePhaseOpsPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_DelayMeasuresPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SimplifyMeasuresPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveDiscardedPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SynthesiseTketPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_QuickPartitionerPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectZPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectPhasedPaulisPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropNegligibleOperationsPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropEmptyMomentsPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DeferMeasurementsPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignLeftPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignRightPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_StratifiedCircuitPass,Standalone,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
Baseline (No Optimization),Baseline,Quantum Phase Estimation Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_PresetOptimizationPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGatesPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeCancellationPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutationAnalysisPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeOptimizationPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordsPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordTPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectCliffordsPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Collect2qBlocksPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveFinalResetPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashTK1Pass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashRzPhasedXPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_FullPeepholeOptimizePass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_CliffordSimpPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_PeepholeOptimize2QPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_KAKDecompositionPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveRedundanciesPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemovePhaseOpsPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_DelayMeasuresPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SimplifyMeasuresPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_RemoveDiscardedPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-tket_SynthesiseTketPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_GroupSingleQuditGatePassPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_ScanningGateRemovalPassPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_IterativeScanningGateRemovalPassPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_TreeScanningGateRemovalPassPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-bqskit_QuickPartitionerPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesToPhxzPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeSingleQubitGatesPhasedXAndZPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectZPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_EjectPhasedPaulisPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_MergeKQubitUnitariesPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropNegligibleOperationsPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DropEmptyMomentsPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_DeferMeasurementsPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_OptimizeForTargetGatesetPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignLeftPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_AlignRightPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-cirq_StratifiedCircuitPass,Standalone,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
Baseline (No Optimization),Baseline,W State Circuit,10,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_PresetOptimizationPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGatesPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateDecompositionPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Optimize1qGateSimpleCommutationPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeCancellationPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutationAnalysisPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CommutativeOptimizationPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordsPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeCliffordTPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectCliffordsPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_Collect2qBlocksPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_CollectMultiQBlocksPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveIdentityEquivalentPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_OptimizeSwapBeforeMeasurePass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveDiagonalGatesBeforeMeasurePass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-qiskit_RemoveFinalResetPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashTK1Pass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-tket_SquashRzPhasedXPass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-tket_DecomposeSingleQubitsTK1Pass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
qlego-tket_FullPeepholeOptimizePass,Standalone,DJ Circuit,15,all_to_all,failed,KeyError: 'durations'
